song_writer,song_name,lyrics,song_link
Alice In Wonderland,The Walrus and the Carpenter,"[Twins:] The sun was shining on the sea Shining with all his might He did his very best to make The billows smooth and bright And this was odd because it was The middle of the night The Walrus and the Carpenter Were walking close at hand The beach was wide From side to side But much too full of sand ""Mr. Walrus,"" said the Carpenter ""My brain begins to perk We'll sweep this clear in 'alf a year If you don't mind the work"" [Walrus:] Work? The time has come (the Walrus said) To talk of other things Of shoes and ships and sealing wax Of cabbages and kings And why the sea is boiling hot And whether pigs have wings Calloo-Callay No work today We're cabbages and kings! Oh, uh, Oysters, come and walk with us The day is warm and bright A pleasant walk A pleasant talk Would be a sheer delight [Carpenter:] Yes, and should we get hungry on the way We'll stop and, uh, have a bite [Twins:] But Mother Oyster winked her eye And shook her hairy head She knew too well This was no time To leave her oyster bed ""The sea is nice Take my advice And stay right here,"" Mum said [Walrus:] Yes, yes, of course, of course, but, uh, ha, ha The time has come, my little friends To talk of other things Of shoes and ships and sealing wax Of cabbages and kings And why the sea is boiling hot And whether pigs have wings, ha ha Calloo-Callay Come run away We're the cabbages and kings! Oh, yes, the time has come, my little friends To talk of food and things [Carpenter:] Of peppercorns and mustard seeds And other seasonings We'll mix 'em all together In a sauce that's fit for kings Calloo-Callay We'll eat today Like cabbages and kings! [Walrus:] I, uh, I - I weep for you. I (hic!) oh, excuse me I deeply sympathize For I've enjoyed your company Oh, much more than you realize [Carpenter:] Little Oysters? Little Oysters? [Twins:] But answer, there came none And this was scarcely odd because They'd been eaten, every one [Walrus:] The time has come! [Twins:] We're cabbages and kings!",http://www.disneyclips.com/lyrics/the-walrus-and-the-carpenter.html
Alice In Wonderland,'Twas Brillig,'Twas brillig And the slithy toves Did gyre and gimble in the wabe All mimsy were the borogroves And the mome raths outgrabe 'Twas brillig And the slithy toves Did gyre and gimble in the wabe All mimsy were the borogroves And the mome raths outgrabe,http://www.disneyclips.com/lyrics/alicelyrics8.html
Alice In Wonderland,Very Good Advice,"I give myself very good advice But I very seldom follow it That explains the trouble that I'm always in Be patient, is very good advice But the waiting makes me curious And I'd love the change Should something strange begin Well I went along my merry way And I never stopped to reason I should have know there'd be a price to pay Someday...someday I give myself very good advice But I very seldom follow it Will I ever learn to do the things I should? Will I ever learn to do the things I should?",http://www.disneyclips.com/lyrics/alicelyrics5.html
The Aristocats,Ev'rybody Wants to Be a Cat,"Everybody wants to be a cat Because a cat's the only cat who knows where it's at Everybody's pickin' up on that feline beat 'Cause everything else is obsolete A square with a horn Makes you wish you weren't born Every time he plays But with a square in the act You can set music back To the caveman days I've heard some corny birds who tried to sing Still a cat's the only cat Who knows how to swing Who wants to dig a long-haired gig, stuff like that? When everybody wants to be a cat A square with a horn Makes you wish you weren't born Every time he plays With a square in the act You can set music back to the caveman days Everybody wants to be a cat Because a cat's the only cat who knows where it's at When playin' jazz he always has a welcome mat 'Cause everybody digs a swingin' cat Everybody, everybody Everybody wants to be a cat (Hallelujah!) Everybody, everybody Everybody wants to be a cat Everybody, everybody Everybody wants to be a cat Everybody, everybody Everybody wants to be a cat Everybody, everybody Everybody wants to be a cat",http://www.disneyclips.com/lyrics/lyrics19.html
The Aristocats,Scales and Arpeggios,"[Marie:] Do me so do do so me do Every truly cultured music student knows You must learn your scales and your arpeggios Bring the music ringing from your chest and not your nose While you sing your scales and your arpeggios [Berlioz:] If you're faithful to your daily practicing You will find your progress is encouraging Do me so me do me so me fa la so it goes When you do your scales and your arpeggios [Marie:] Do me so do-- [Marie and Duchess:] Do me so do do so me do Do me so do do so me do Though at first it seems as though it doesn't show Like a tree, ability will bloom and grow [All:] If you're smart you'll learn by heart what every artist knows You must sing your scales And your arpe-e-e-ggios!",http://www.disneyclips.com/lyrics/lyrics89.html
The Aristocats,The Aristocats,"Which pets' address is the finest in Paris? Which pets possess the longest pedigree? Which pets get to sleep on velvet mats? Naturellement! The aristocats! Which pets are blessed with the fairest forms and faces? Which pets know best all the gentle social graces? Which pets live on cream and loving pats? Naturellement! The aristocats! They show aristocatic bearing when they're seen upon an airing And aristocatic flair in what they do and what they say Aristocats are never found in alleyways or hanging around The garbage cans where common kitties play, oh no Which pets are known to never show their claws? Which pets are prone to hardly any flaws? To which pets do the others tip their hats? Naturellement! The aristocats! Aristocats ils sont toujours même quand ils font un petit tour Toujours précieux là où ils vont Ils sont fiers de leur éducation Dédaignant les ruelles, ils préfèrent les bars aux poubelles Dont se contentent, trop vulgaires, les chats de gouttières Ah, pouah! Quels miaous réprouvent les gros mots? Quels chats chou-chou s'estiment sans défaut? Et devant qui les autres chats tirent leur chapeau? Mais, naturellement! Mais, naturellement! Mais, naturellement! Les aristocats!",http://www.disneyclips.com/lyrics/lyricsarist.html
The Aristocats,Thomas O'Malley Cat,"I like a chicha-chicha-rone Like they make at home Or a healthy fish with the big backbone I'm Abraham DeLacy Giuseppe Casey Thomas O'Malley O'Malley, the alley cat! I've got that wanderlust Gotta walk the scene Gotta kick up highway dust Feel the grass that's green Gotta strut them city streets Showin' off my eclat, yeah Tellin' my friends of the social elite Or some cute cat I happen to meet That I'm Abraham DeLacy Giuseppe Casey Thomas O'Malley O'Malley, the alley cat! I'm king of the highway Prince of the boulevard Duke of the avant garde The world is my backyard So if you're goin' my way That's the road you wanna seek Calcutta to Rome or Home-sweet-home in Paris Magnifique, you all I only got myself And this big old world But I sip that cup of life With my fingers curled I don't worry what road to take I don't have to think of that Whatever I take is the road I make It's the road of life make no mistake, for me Yeah, Abraham DeLacy Giuseppe Casey Thomas O'Malley O'Malley, the alley cat! That's right And I'm very proud of that Yeah!",http://www.disneyclips.com/lyrics/lyricsarist2.html
Cinderella,A Dream Is a Wish,"A dream is a wish your heart makes When you're fast asleep In dreams you lose your heartaches Whatever you wish for, you keep Have faith in your dreams and someday Your rainbow will come smiling through No matter how your heart is grieving If you keep on believing The dream that you wish will come true",http://www.disneyclips.com/lyrics/lyrics3.html
Cinderella,Bibbidi-Bobbidi-Boo,"Sala-gadoola-menchicka-boo-la Bibbidi-bobbidi-boo Put 'em together and what have you got? Bibbidi-bobbidi-boo Sala-gadoola-menchicka-boo-la Bibbidi-bobbidi-boo It'll do magic, believe it or not Bibbidi-bobbidi-boo Now sala-gadoola means menchicka-boolaroo But the thingamabob that does the job is Bibbidi-bobbidi-boo Sala-gadoola-menchicka-boo-la Bibbidi-bobbidi-boo Put 'em together and what have you got Bibbidi-bobbidi, bibbidi-bobbidi, bibbidi-bobbidi-boo!",http://www.disneyclips.com/lyrics/lyrics28.html
Cinderella,Cinderella (Main Title),"Cinderella You're as lovely as your name Cinderella You're a sun set in a frame Though you're dressed in rags, you wear an air of queenly grace Anyone can see a throne would be your proper place Cinderella If you give your heart a chance It will lead you To the kingdom of romance There you'll see your dreams unfold Cinderella, Cinderella In the sweetest story ever told",http://www.disneyclips.com/lyrics/cinderella-main-title.html
Cinderella,"Sing, Sweet Nightingale","[Lady Tremaine:] The pear-shaped tone [Drizella:] Oh, sing, sweet nightingale Sing, sweet nightingale, high above me Oh, sing, sweet nightingale Sing, sweet nightingale [Cinderella:] High above Oh, sing, sweet nightingale Sing, sweet nightingale, high Oh, sing, sweet nightingale Sing, sweet nightingale Oh, sing, sweet nightingale Sing, sweet Oh, sing, sweet nightingale, sing Oh, sing, sweet nightingale Oh, sing sweet Oh, sing",http://www.disneyclips.com/lyrics/lyrics85.html
Cinderella,So This Is Love,So this is love (humming) So this is love So this is what makes life divine I'm all aglow (humming) And now I know The key to all heaven is mine My heart has wings (humming) And I can fly I'll touch every star in the sky So this is the miracle that I've been dreaming of (Cinderella humming) (Prince humming) So this is love,http://www.disneyclips.com/lyrics/lyrics56.html
Cinderella,The Work Song,"Cinderelly, Cinderelly Night and day it's Cinderelly Make the fire, fix the breakfast Wash the dishes, do the moppin' And the sweepin' and the dustin' They always keep her hoppin' She go around in circles Till she very, very dizzy Still they holler Keep a-busy, Cinderelly! We can do it, we can do it We can help our Cinderelly We can make her dress so pretty There's nothing to it, really We'll tie a sash around it Put a ribbon through it When dancing at the ball She'll be more beautiful than all In the lovely dress we'll make for Cinderelly Hurry, hurry, hurry, hurry Gonna help our Cinderelly Got no time to dilly-dally We gotta get a-goin' I'll cut it with these scissors! And I can do the sewing! Leave the sewing to the women You go get some trimmin' And we'll make a lovely dress for Cinderelly We'll make a lovely dress for Cinderelly",http://www.disneyclips.com/lyrics/lyrics48.html
Dumbo,Baby Mine,"Baby mine, don't you cry Baby mine, dry your eyes Rest your head close to my heart Never to part Baby of mine Little one when you play Pay no heed to what they say Let your eyes sparkle and shine Never a tear Baby of mine If they knew all about you They'd end up loving you too All those same people who scold you What they'd give just for the right to hold you From your head down to your toes You're not much, goodness knows But you're so precious to me Sweet as can be Baby of mine",http://www.disneyclips.com/lyrics/lyrics32.html
Dumbo,Casey Junior,"Casey Junior's comin' down the track Comin' down the track With a smoky stack Hear him puffin', comin' round the hill Casey's here to thrill Every Jack and Jill Every time his funny little whistle sounds (Toot toot) Everybody hurries to the circus grounds Time for lemonade and Cracker Jacks Casey Junior's back Casey Junior's back",http://www.disneyclips.com/lyrics/lyrics20.html
Dumbo,Clown Song,"Oh, we're gonna hit the big boss for a raise Yes, we're gonna hit the big boss for a raise Oh, we're gonna get more money 'cause we know that we're funny We're gonna hit the big boss for a raise",http://www.disneyclips.com/lyrics/lyricsdumbo3.html
Dumbo,Look Out For Mr. Stork,"Look out for Mr. Stork That persevering chap He'll come along and drop A bundle in your lap You may be poor or rich It doesn't matter which Millionaires, they get theirs Like the butcher and the baker So look out for Mr. Stork And let me tell you, friend Don't try to get away He'll find you in the end He'll spot you out in China Or he'll fly to County Cork So you better look out for Mr. Stork Look out for Mr. Stork He's got you on his list And when he comes around It's useless to resist Remember those quintuplets And the woman in the shoe Maybe he's got his eye on you",http://www.disneyclips.com/lyrics/lyricsdumbo2.html
Dumbo,Pink Elephants on Parade,"Look out! Look out! Pink elephants on parade Here they come! Hippety hoppety They're here and there Pink elephants everywhere Look out! Look out! They're walking around the bed On their head Clippity cloppity Arrayed in braid Pink elephants on parade What'll I do? What'll I do? What an unusual view I can stand the sight of worms And look at microscopic germs But technicolor pachyderms Is really too much for me I am not the type to faint When things are odd or things are quaint But seeing things you know that ain't Can certainly give you an awful fright What a sight! Chase 'em away! Chase 'em away! I'm afraid, need your aid Pink elephants on parade Pink elephants... Pink elephants... Pink elephants...",http://www.disneyclips.com/lyrics/lyricsdumbo.html
Dumbo,When I See an Elephant Fly,"I seen a peanut stand, heard a rubber band I seen a needle that winked its eye But I be done seen about everything When I see an elephant fly (What'd you say, boy?) I said, when I see an elephant fly I seen a front porch swing, heard a diamond ring I seen a polka-dot railroad tie But I be done seen about everything When I see an elephant fly I saw a clothes horse rear up and buck And they tell me that a man made a vegetable truck I didn't see that, I only heard Just to be sociable, I'll take your word I heard a fireside chat, I saw a baseball bat And I just laughed till I thought I'd die But I be done seen about everything When I see an elephant fly But I be done seen about everything When I see an elephant fly When I see an elephant fly",http://www.disneyclips.com/lyrics/lyrics75.html
Frozen,Do You Want to Build a Snowman?,"Do you want to build a snowman? Come on, let's go and play I never see you anymore Come out the door It's like you've gone away We used to be best buddies And now we're not I wish you would tell me why Do you want to buid a snowman It doesn't have to be a snowman Do you want to build a snowman? Or ride our bike around the hall? I think some company is overdue... I've started talking to The pictures on the walls It gets a little lonely All these empty rooms Just watching the hours tick by Tick, tock, tick, tock, tick, tock Please, I know you're in there People are asking where you've been They say have courage And I'm trying to I'm right out here for you Please let me in We only have each other It's just you and me What are we gonna do? Do you want to build a snowman?",http://www.disneyclips.com/lyrics/frozenlyrics2.html
Frozen,Fixer-Upper,"Is it the clumpy way he walks? Or the grumpy way he talks? Or the pear-shaped, square-shaped weirdness of his feet? And though we know he washes well, he always ends up sorta smelly But you'll never meet a fella who's as sensitive and sweet So he's a bit of a fixer upper So he's got a few flaws His peculiar brain, dear, his thing for the reindeer That's outside a few of nature's laws So he's a bit of a fixer upper, but this we're certain of You can fix this fixer upper with a little bit of love Is it the way that he runs scared? Or that he's socially impaired? Or that he only likes to tinkle in the woods? Are you holding back your fondness Due to his unmanly blondness? Or the way he covers up that he's the honest goods? He's just a bit of a fixer upper He's got a couple of bugs His isolation is confirmation Of his desperation for healing hugs So he's a bit of a fixer upper But we know what to do The way to fix this fixer upper Is to fix him up with you So she's a bit of a fixer upper That's a minor thing This quote engagement is a flex arrangement And by the way I don't see no ring So she's a bit of a fixer upper Her brain's a bit betwixt Get the fiance out of the way And the whole thing will be fixed We aren't saying you can change him 'Cause people don't really change We're only saying that love's a force that's powerful and strange People make bad choices if they're mad or scared or stressed But throw a little love their way, and you'll bring out their best True love brings out the best Everyone's a bit of a fixer upper That's what it's all about Father, sister, brother We need each other To raise us up and round us out Everyone's a bit of a fixer upper But when push comes to shove The only fixer upper fixer That can fix a fixer upper is True True True True Love",http://www.disneyclips.com/lyrics/frozenlyrics9.html
Frozen,For the First Time in Forever,"[Anna:] The window is open, so's that door I didn't know they did that anymore Who knew we owned 8000 salad plates? For years I've roamed these empty halls Why have a ballroom with no balls? Finally, they're opening up the gates There'll be actual, real live people It'll be totally strange But wow am I so ready for this change! 'Cause for the first time in forever There'll be music, there'll be light For the first time in forever I'll be dancing through the night Don't know if I'm elated or gassy But I'm somewhere in that zone 'Cause for the first time in forever I won't be alone Tonight, imagine me gown and all Fetchingly draped against the wall The picture of sophisticated grace I suddenly see him standing there A beautiful stranger tall and fair I wanna stuff some chocolate in my face But then we laugh and talk all evening Which is totally bizarre Nothing like the life I've led so far For the first time in forever There'll be magic, there'll be fun For the first time in forever I could be noticed by someone And I know it is totally crazy To dream I'd find romance But for the first time in forever At least I've got a chance [Elsa:] Don't let them in Don't let them see Be the good girl you always have to be Conceal Don't feel Put on a show Make one wrong move And everyone will know But it's only for today [Anna:] It's only for today [Elsa:] It's agony to wait [Anna:] It's agony to wait [Elsa:] Tell the guards to open up the gate! [Anna:] The gate! For the first time in forever [Elsa:] Don't let them in Don't let them see [Anna:] I'm getting what I'm dreaming of [Elsa:] Be the good girl you always have to be [Anna:] A chance to change my lonely world [Elsa:] Conceal [Anna:] A chance to find true love [Elsa:] Conceal, don't feel Don't let them know [Anna:] I know it all ends tomorrow So it has to be today 'Cause for the first time in forever For the first time in forever Nothing's in my way!",http://www.disneyclips.com/lyrics/frozenlyrics3.html
Frozen,For the First Time in Forever (Reprise),"[Anna:] Please don't slam the door You don't have to keep your distance anymore 'Cause for the first time in forever I finally understand For the first time in forever We can fix this hand in hand We can head down this mountain together You don't have to live in fear 'Cause for the first time in forever I will be right here [Elsa:] Please go back home Your life awaits Go enjoy the sun And open up the gates You mean well But leave me be Yes, I'm alone but I'm alone and free Just stay away and you'll be safe from me [Anna:] Actually, we're not [Elsa:] What do you mean you're not? [Anna:] I get the feeling you don't know [Elsa:] What do I not know? [Anna:] Arendelle's in deep, deep, deep, deep snow 'Cause for the first time in forever [Elsa:] I'm such a fool I can't be free [Anna:] You don't have to be afraid [Elsa:] No escape from the storm inside of me [Anna:] We can work this out together  [Elsa:] I can't control the curse [Anna:] We'll reverse the storm you've made [Elsa:] Anna, please, you'll only make it worse [Anna:] Don't panic [Elsa:] There's so much fear [Anna:] We'll make the sun shine bright [Elsa:] You're not safe here [Anna:] We can face this thing together We can change this winter weather And everything will be... [Elsa:] I can't!",http://www.disneyclips.com/lyrics/frozenlyrics8.html
Frozen,Frozen Heart,"Born of cold and winter air And mountain rain combining This icy force both foul and fair Has a frozen heart worth mining Cut through the heart, cold and clear Strike for love and strike for fear See the beauty sharp and sheer Split the ice apart And break the frozen heart Beautiful, powerful, dangerous, cold Ice has a magic can't be controlled Stronger than one, stronger than ten Stronger than a hundred men Born of cold and winter air And mountain rain combining This icy force both foul and fair Has a frozen heart worth mining Cut through the heart, cold and clear Strike for love and strike for fear There's beauty and there's danger here Split the ice apart Beware the frozen heart",http://www.disneyclips.com/lyrics/frozenlyrics.html
Frozen,In Summer,"Bees'll buzz, kids'll blow dandelion fuzz And I'll be doing whatever snow does In summer A drink in my hand, my snow up against the burning sand Prob'ly getting gorgeously tanned In summer I'll finally see a summer breeze blow away a winter storm And find out what happens to solid water when it gets warm And I can't wait to see what my buddies all think of me Just imagine how much cooler I'll be In summer Da da, da doo, ah, bah, bah, bah, bah, bah, boo The hot and the cold are both so intense Put 'em together, it just makes sense Ratdadat, dadadadoo Winter's a good time to stay in and cuddle But put me in summer and I'll be a happy snowman When life gets rough I like to hold onto my dreams Of relaxing in the summer sun, just letting off steam Oh, the sky will be blue, and you guys'll be there too When I finally do what frozen things do In summer In summer!",http://www.disneyclips.com/lyrics/frozenlyrics7.html
Frozen,Let it Go,"The snow glows white on the mountain tonight Not a footprint to be seen A kingdom of isolation And it looks like I'm the Queen The wind is howling like this swirling storm inside Couldn't keep it in, heaven knows I tried Don't let them in Don't let them see Be the good girl you always have to be Conceal, don't feel Don't let them know Well, now they know Let it go, let it go Can't hold it back anymore Let it go, let it go Turn away and slam the door I don't care what they're going to say Let the storm rage on The cold never bothered me anyway It's funny how some distance Makes everything seem small And the fears that once controlled me Can't get to me at all It's time to see what I can do To test the limits and break through No right, no wrong No rules for me I'm free! Let it go, let it go I am one with the wind and sky Let it go, let it go You'll never see me cry Here I stand and here I'll stay Let the storm rage on My power flurries through the air into the ground My soul is spiraling in frozen fractals all around And one thought crystallizes like an icy blast I'm never going back The past is in the past Let it go, let it go And I'll rise like the break of dawn Let it go, let it go That perfect girl is gone Here I stand in the light of day Let the storm rage on The cold never bothered me anyway",http://www.disneyclips.com/lyrics/frozenlyrics5.html
Frozen,Let it Go (Demi Lovato),"Let it go, let it go Can't hold it back anymore Let it go, let it go Turn my back and slam the door The snow glows white on the mountain tonight Not a footprint to be seen A kingdom of isolation And it looks like I'm the Queen The wind is howling like this swirling storm inside Couldn't keep it in; heaven knows I tried Don't let them in Don't let them see Be the good girl you always had to be Conceal, don't feel Don't let them know Well, now they know Let it go, let it go Can't hold it back anymore Let it go, let it go Turn my back and slam the door And here I stand, and here I'll stay Let it go, let it go The cold never bothered me anyway It's funny how some distance Makes everything seem small And the fears that once controlled me Can't get to me at all Up here in the cold, thin air I finally can breathe I know I left a life behind But I'm too relieved to grieve Let it go, let it go Can't hold it back anymore Let it go, let it go Turn my back and slam the door And here I stand, and here I'll stay Let it go, let it go The cold never bothered me anyway Standing frozen in the life I've chosen You won't find me The past is so behind me Buried in the snow Let it go, let it go Can't hold it back anymore Let it go, let it go Turn my back and slam the door And here I stand, and here I'll stay Let it go, let it go The cold never bothered me anyway Let it go Let it go Here I stand Let it go, let it go Ooh, let it go",http://www.disneyclips.com/lyrics/frozenlyrics10.html
Frozen,Love is an Open Door,[Anna:] All my life has been a series of doors in my face And then suddenly I bump into you [Hans:] I've been searching my whole life to find my own place And maybe it's the party talking or the chocolate fondue [Anna:] But with you [Hans:] But with you I found my place [Anna:] I see your face [Both:] And it's nothing like I've ever known before Love is an open door Love is an open door Love is an open door [Anna:] With you [Hans:] With you [Anna:] With you [Hans:] With you [Both:] Love is an open door [Hans:] I mean it's crazy We finish each other's [Anna:] Sandwiches! [Anna:] I've never met someone [Both:] Who thinks so much like me Our mental synchronization Can have but one explanation [Hans:] You [Anna:] And I [Hans:] Were [Anna:] Just [Both:] Meant to be [Anna:] Say goodbye [Hans:] Say goodbye [Both:] To the pain of the past We don't have to feel it anymore Love is an open door Love is an open door Life can be so much more [Anna:] With you [Hans:] With you [Anna:] With you [Hans:] With you [Both:] Love is an open [Hans:] Door [Anna:] Door,http://www.disneyclips.com/lyrics/frozenlyrics4.html
Frozen,Reindeer(s) Are Better Than People,"Reindeers are better than people Sven, don't you think that's true? Yeah, people will beat you and curse you and cheat you Every one of em's bad, except you But people smell better than reindeers Sven, don't you think I'm right? That's once again true, for all except you You got me. Let's call it a night. Good night. Don't let the frostbite bite.",http://www.disneyclips.com/lyrics/frozenlyrics6.html
The Hunchback of Notre Dame,A Guy Like You,"Paris, the city of lovers Is glowing this evening True, that's because it's on fire But still, there's l'amour Somewhere out there in the night Her heart is also alight And I know the guy she just might Be burning for A guy like you She's never known, kid A guy like you A girl does not meet every day You've got a look That's all your own, kid Could there be two? Like you? No way! Those other guys That she could dangle All look the same From every boring point of view You're a surprise From every angle Mon Dieu above She's gotta love A guy like you A guy like you Gets extra credit Because it's true You've got a certain something more (You're aces, kid) You see that face You don't forget it Want something new? That's you For sure! We all have gaped At some Adonis But then we crave a meal More nourishing to chew And since you're shaped Like a croissant is No question of She's gotta love A guy like you! Call me a hopeless romantic But, Quasi, I feel it She wants you so Any moment she'll walk through that door For... A guy so swell (A guy like you) With all you bring her (I tell you, Quasi) A fool could tell (There never was) It's why she fell For you-know-who You ring the bell You're the bell ringer! When she wants ooh-la-la Then she wants you la-la She will discover, guy You're one heck of a guy Who wouldn't love A guy like you? You got a lot The rest have not She's gotta love A guy like you!",http://www.disneyclips.com/lyrics/lyrics126.html
The Hunchback of Notre Dame,God Help the Outcasts,"I don't know if You can hear me Or if You're even there I don't know if You would listen To a gypsy's prayer Yes, I know I'm just an outcast I shouldn't speak to You Still I see Your face and wonder Were You once an outcast too? God help the outcasts Hungry from birth Show them the mercy They don't find on earth God help my people We look to You still God help the outcasts Or nobody will I ask for wealth I ask for fame I ask for glory to shine on my name I ask for love I can posess I ask for God and His angels to bless me I ask for nothing I can get by But I know so many Less lucky than I Please help my people The poor and downtrod I thought we all were The children of God God help the outcasts Children of God!",http://www.disneyclips.com/lyrics/lyrics59.html
The Hunchback of Notre Dame,Heaven's Light,So many times out here I've watched a happy pair Of lovers walking in the night They had a kind of glow around them It almost looked like heaven's light I knew I'd never know That warm and loving glow Though I might wish with all my might No face as hideous as my face Was ever meant for heaven's light But suddenly an angel has smiled at me And kissed my cheek without a trace of fright I dare to dream that she Might even care for me And as I ring these bells tonight My cold dark tower seems so bright I swear it must be heaven's light,http://www.disneyclips.com/lyrics/lyrics124.html
The Hunchback of Notre Dame,Hellfire,"Beata Maria You know I am a righteous man Of my virtue I am justly proud Beata Maria You know I'm so much purer than The common, vulgar, weak, licentious crowd Then tell me, Maria Why I see her dancing there Why her smoldering eyes still scorch my soul I feel her, I see her The sun caught in her raven hair Is blazing in me out of all control Like fire Hellfire This fire in my skin This burning desire Is turning me to sin It's not my fault I'm not to blame It is the gypsy girl The witch who sent this flame It's not my fault If in God's plan He made the devil so much Stronger than a man Protect me, Maria Don't let this siren cast her spell Don't let her fire sear my flesh and bone Destroy Esmeralda And let her taste the fires of Hell Or else let her be mine and mine alone Hellfire Dark fire Now gypsy, it's your turn Choose me or Your pyre Be mine or you will burn God have mercy on her God have mercy on me But she will be mine Or she will burn!",http://www.disneyclips.com/lyrics/lyrics125.html
