song_writer,song_name,lyrics,song_link
Fats Waller,Blues Lyrics,"
                    No one to talk with
All by myself
No one to walk with
But I'm happy on the shelf
Ain't misbehavin'
I'm savin' my love for you

I know for certain
The one I love
I'm through with flirtin'
It's just you I'm thinkin' of
Ain't misbehavin'
I'm savin' my love for you

Like Jack Horner
In the corner
Don't go nowhere
What do I care?
Your kisses are worth waitin' for
Believe me

I don't stay out late
Don't care to go
I'm home about eight
Just me and my radio
Ain't misbehavin'
I'm savin' my love for you

Like Jack Horner
In the corner
Don't go nowhere
What do I care?
Your kisses are worth waitin' for
Believe me

I don't stay out late
Don't care to go
I'm home about eight
Just me and my radio
Ain't misbehavin'
I'm savin' my love for you                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/blues_21395167.html
Fats Waller,But Not For Me Lyrics,"
                    Old man sunshine listen you
Never tell me dreams come true
Just try it and I'll start a riot
Beatrice Fairfax don't you dare
Ever tell me he will care
I'm certain it's the final curtain
I never want to hear from any cheerful Pollyannas
Who tell you fate supplies a mate
It's all bananas

They're writing songs of love but not for me
A lucky star's above but not for me
With love to lead the way I've found more clouds of gray
Than any Russian play could guarantee

I was a fool to fall and get that way
Hi-ho, alas, and also lack-a-day
Although I can't dismiss the memory of his kiss
I guess he's not for me

I was a fool to fall and get that way
Hi-ho, alas, and also lack-a-day
Although I can't dismiss the memory of his kiss                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/but+not+for+me_21394241.html
Fats Waller,By The Light Of The Silvery Moon Lyrics,"
                    By the light of the silvery moon
I want to spoon
To my honey, I'll croon love's tune
Honey moon, keep a-shinin' in June

Your silvery beams will bring love's dreams
We'll be cuddlin' soon
By the silvery moon                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/by+the+light+of+the+silvery+moon_21015660.html
Fats Waller,Cross Patch Lyrics,"
                    Cross patch how can anyone be so cross
Won't you tumble off your high horse
You know you love to be loved
Cross patch, if you feel the wind change, they say
It will make your face stay that way
And then you'll never be loved
Cultivate a smile sweet and sunny
You can catch a fly with honey
You're actin so spoiled
Shame, shame... Everybody knows your name
Cross patch don't you know it takes two to fight
Won't you kiss and make up tonight
You know you love to be loved                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/cross+patch_20176512.html
Fats Waller,Darktown Strutters' Ball Lyrics,"
                    The darktown strutters ball
Ill be down to get you in a taxi honey
Better be ready bout half past eight
Now honey don't be late
I wanna be there when that band starts playing
Just remember when we get there honey
Blue steps I'm gonna have them all
Dance all?    My shoes when they play those jelly roll blues
Tomorrow night at the darktown strutters ball                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/darktown+strutters+ball_20188014.html
Fats Waller,Dinah Lyrics,"
                    Carolina 
Gave me Dinah; 
I'm the proudest one 
Beneath the Dixie sun. 

News is spreadin' 
'Bout our weddin'; 
I hear church bells ringin', 
Here's the song my heart keeps singin': 

Dinah, 
Is there anyone finer 
In the state of Carolina? 
If there is and you know her, 
Show her! 

Dinah, 
With her Dixie eyes blazin', 
How I love to sit and gaze in 
To the eyes of Dinah Lee! 

Yet, every night, 
My, how I shake with fright, 
Because my Dinah might, 
Change her mind about me! 

But if Dinah, 
Ever wandered to China, 
I would hop an ocean liner, 
Just to be with Dinah Lee! 

Dinah, 
Is there anyone finer 
In the state of Carolina? 
If there is and you know her, 
Show her! 

Dinah, 
With her Dixie eyes blazin', 
How I love to sit and gaze in 
To the eyes of Dinah Lee! 

Yet, every night, 
My, how I shake with fright, 
Because my Dinah might, 
Change her mind about me! 

But if Dinah, 
Ever wandered to China, 
I would hop an ocean!, 
Just to be with Dinah Lee! 
",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/dinah_21393195.html
Fats Waller,Do Me A Favor Lyrics,"
                    Do me a favour
Marry me!
Do me a favour
Can't you see
I'm in a quaver
To be middle aisling you?

Oh babe,
Do me a favour
Share my lot
Do me a favour
Tie the knot!
Darling, don't waver
And we'll come smiling through!

Say the word, dear
We'll do as other folks do
Raise two or three!
It's absurd, dear
That I should have to coax you
Don't be that way, take a chance with me!

Oh do me a favour
When we're one
Oh baby, we'll have fun!
I won't forget it, so do me a favour dear!

(Bob, will you plunk on them strings, plunk 'em, plunk 'em!)
(Yes! Yes!)

Oh do me a favour
Marry me!
Oh babe
Can't you see
I'm in a quaver
To middle aisle with you?

Baby, share my lot
Baby, tie the knot!
Don't waver
'Cause we'll come smilin' through!


Say the word, dear
We'll raise two or three!
It's absurd, dear
Don't be that way, take a chance with me!

Oh you won't regret it
When we're one
You won't regret it
We'll have fun!
I won't forget it
Do me a favour dear, yes yes!

(Listen honey, have you got a dollar ninety?
'Cause I've got the dime! But you might as well
Go out and find the parson, ha-ha!)                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/do+me+a+favor_21396105.html
Fats Waller,Everybody Loves My Baby Lyrics,"
                    Everybody loves my baby
but my baby don't love nobody but me
nobody but me
Yes
everybody wants my baby
but my baby don't want nobody but me
that's plain to see!

I'm his sweet Judy
and he is my loving man!
No time to do his duty
loves me like no other can!

Everybody loves my baby
but my baby don't love nobody but me
nobody but me
Everybody wants my baby
but my baby don't want nobody but me
that's plain to see!

Now when my baby kisses me
upon my rosy cheeks -
I just let those kisses be
don't wash my face for weeks!

Everybody loves my baby...                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/everybody+loves+my+baby_21391919.html
Fats Waller,Handful Of Keys Lyrics,"
                    I like to tinkle on an old piana
I like to play it in a subtle mannah
I get a lot of pleasure
With a spano' keys
Underneath my finger tips
Tricklin' off o' my lips

A handful of keys
And a song to sing
Now how could you ask for more?
Than ticklin' the ivory
Singin' jive
I repeat what I said before

I like to sing a little tune that's mellah
I like to vocalize
There's nothin' swellah
I love to have a supple melody
Just tricklin' off o' my lips

A handful of keys
And a song to sing
Now how could you ask for more?
Than ticklin' the ivory
Singin' jive
I repeat what I said before

I like to tinkle on an old piana
I like to play it in a subtle mannah
I know I'll always be the top banana
With a handful of keys                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/handful+of+keys_20818304.html
Fats Waller,"Hold Tight (Want Some Sea Food, Mama) Lyrics","
                    Hold tight hold tight hold tight hold tight
Foo-ra-de-ack-a-sa-ki
Want some seafood Mama
Shrimpers and rice they're very nice
Hold tight hold tight hold tight hold tight
Foo-ra-de-ack-a-sa-ki
Want some seafood Mama
Steamers and sauce and then of course I like oysters lobsters too
And I like my tasty butter fish 
When I come home from work at night 
I get my favorite dish, fish!
Hold tight hold tight hold tight hold tight
Foo-ra-de-ack-a-sa-ki
Want some seafood Mama                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/hold+tight+want+some+sea+food+mama_21393197.html
Fats Waller,Honeysuckle Rose (A Jam Session At Victor) Lyrics,"
                    Every honey bee fills with jealousy,
when they see you out with me.

Goodness knows
You're my honeysuckle rose

When you're passin' by flowers droop and sigh,
and I know the reason why.

Goodness knows
You're my honeysuckle rose

Don't buy sugar,
You just have to touch my cup.
You're my sugar.
It's sweeter when you stir it up.

When I'm taking sips from your tasty lips
seems the honey fairly drips.

Goodness knows
You're my honeysuckle rose

Guitar solo

Goodness knows
You're my honeysuckle rose

Don't buy sugar,
You just have to touch my cup.
You're my sugar.
It's sweeter when you stir it up.

When I'm taking sips from your tasty lips
seems the honey fairly drips.

Goodness knows
You're my honeysuckle rose                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/honeysuckle+rose+a+jam+session+at+victor_20217344.html
Fats Waller,I Can't Give You Anything But Love (Feat.&hellip; Lyrics,"
                    Music:   Jimmy Mchugh
Words:  Dorothy Fields

I can't give you anything but love, Baby,
That's the only thing I've plenty of, Baby.
Dream awhile, scheme awhile, We're sure to find,
Happiness, and I guess, All those things you've always pined for.

Gee, I'd like to see you looking swell, Baby,
Diamond bracelets Woolworth doesn't sell, Baby.
Till that lucky day, you know darned well, Baby,
I can't give you anything but love.                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/i+cant+give+you+anything+but+love+feat+adelaide+hall_20172866.html
Fats Waller,I Got Rhythm Lyrics,"
                    I got rhythm,I got music
I got my gal, who can ask for anything more?
I got daisies in green pastures
I got a wicked girl, who could ask for anything more?

Old man trouble, you'll never find him
Hangin' 'round my front door

'Cause I got rhythm, music that goes with it
I got my gal, who could ask for anything more?
Who could ask for anything more?

Oh, that's brother Duncan, he's gettin' smart too!
See that cat stridin' over there, look like he's trying to get something from me!
Look like he's trying to get something from me
Show him how to swing, Hankey
Oh, hang on in there
Oh, I got him some, he belongs to me
He's mine, he's mine, yeah
Hang loose
Ha-ha!
Well, all right!

Hey!

Well, all right then                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/i+got+rhythm_21394865.html
Fats Waller,I Love To Whistle Lyrics,"
                    I love to whistle cause it makes me merry 
Makes me feel very (whistle)
I love to yodel ev'rywhere I go 
Yo-da-ley-ee, yo-da-lay-ee-oh
Early to bed, early to rise
Makes you healthy, wealthy, and wise
But I found out, I know it's true 
A whistle does much more for you 
So I love to whistle
Troubles won't come near me
Specially when they hear me (whistle)                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/i+love+to+whistle_21391669.html
Fats Waller,I'll Never Smile Again Lyrics,"
                    I'll never smile again
Until I smile at you
I'll never laugh again
What good would it do?
For tears would fill my eyes
My heart would realize
That our romance is through

I'll never love again
I'm so in love with you
I'll never thrill again
To somebody new
Within my heart
I know I will never start
To smile again
Until I smile at you                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/ill+never+smile+again_21392979.html
Fats Waller,I'm Crazy 'Bout My Baby (And My Baby's Crazy 'Bout Me) Lyrics,"
                    My goodness, I feel so evanescent today, 
Oh I gotta tell you about it, oh, mercy, 
I'm crazy 'bout my baby, listen a-here: 

I'm walking, walking on air 
For I've left all my blue days behind me 
I've learned how to care (yes, yes!) 
And there's love, really love on my mind 

I'm the world's most happy creature, 
Tell me, what can worry me? 
I'm crazy 'bout my baby, 
Baby's crazy 'bout me! 

Mr. Cupid was the teacher, 
And the reason we agree, 
I'm crazy 'bout my baby, 
Baby's crazy 'bout me! 

Parson, get that book 
Hold it in your hand, 
Keep a steady look-out 
You can understand 

It's an A-one combination, 
A perfect he and she, 
I'm crazy 'bout my baby, 
Baby's crazy 'bout me! 

I'm the world's most happy creature, 
Tell me, what can worry me? 
I'm crazy 'bout my baby, 
Baby's crazy 'bout me! 

Cupid was the teacher, 
And the reason we agree, 
I'm crazy 'bout my baby, 
Baby's crazy 'bout me! 

Parson, get that book 
Hold it in your hand 
Keep a steady look-out 
You can understand 

It's an A-one combination, 
A perfect he and she: 
I'm exasperated 'bout the offspring 
And the offspring's exasperated about me! 

Yes, yes, yes 
Oh-oh, look-a-here!                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/im+crazy+bout+my+baby+and+my+babys+crazy+bout+me_21391849.html
Fats Waller,I've Got A Crush On You Lyrics,"
                    How glad the many millions of Annabelles and Lillians
Would be to capture me
But you had such persistence, you wore down my resistance
I fell and it was swell

I'm your big and brave and handsome Romeo
How I won you I shall never never know
It's not that you're attractive
But, oh, my heart grew active
When you came into view

I've got a crush on you, sweetie pie
All the day and night time give me sigh
I never had the least notion that
I could fall with so much emotion

Could you coo, could you care?
For a cunning cottage we could share
The world will pardon my mush
'Cause I have got a crush on you

Could you coo, could you care?
For a cunning cottage
That we could share
The world will pardon my mush
'Cause I have got a crush, my baby, on you                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/ive+got+a+crush+on+you_21392689.html
Fats Waller,I've Got A Feeling I'm Falling Lyrics,"
                    Now I'm flyin' high, but I've got a feelin' I'm fallin'
Fallin' for nobody else but you
Mama, you caught my eye and I've got a feelin' I'm fallin'
Show me the ring and I'll jump right through

I used to travel single-o; we chanced to mingle-o
Now I'm a-tingle over you
Hey, Mister Parson, stand by, but I've got a feelin' I'm fallin'
Fallin' for nobody else but you                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/ive+got+a+feeling+im+falling_21395383.html
Fats Waller,In My Solitude Lyrics,"
                    In my solitude
You haunt me
With dreadful ease
Of days gone by

In my solitude
You taunt me
With memories
That never die

I sit in my chair
And filled with despair
There's no one could be so sad
With gloom everywhere
I sit and I stare
I know that I'll soon go mad

In my solitude
I'm afraid
Dear Lord above
Send back my love
I sit in my chair

Filled with despair
There's no one, no one
No onecould be so sad
With gloom everywhere
I sit and I stare
I know that I'll soon go mad

In my solitude
I'm afraid
Dear Lord above
Send back my love
",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/in+my+solitude_21393369.html
Fats Waller,It's A Sin To Tell A Lie Lyrics,"
                    It's A Sin To Tell A Lie
The Ink Spots
Written by Billy Mayhew

Charted in 1935 at # 1 by Fats Waller and # 5 by Victor Young
Charted at # 7 in 1955 by Somethin' Smith and the Redheads
Charted at # 99 in 1964 by Tony Bennett

Be sure it's true when you say ""I love you""
It's a sin to tell a lie
Millions of heart have been broken
Just because these words were spoken

I love you, yes I do, I love you
If you break my heart I'll die
So be sure it's true when you say ""I love you""
It's a sin to tell a lie

Monologue: Now, ya better be sure that it's true when you say ""I LUV ya.""
Honey chile, don'tcha know it's a sin to tell a lie? Whole lotta hearts have been
Broken. Ya know why they were broken? Just for these foolish little words that
Were spoken. Ya know what they were? ""I LUV ya, I LUV ya."" Darlin', ya know
Doggone well I love ya and if ya break my heart I've got to die. So ya better be
Sure that it's true when you come runnin' up here sayin' ""I LUV ya"" 'cause it's a sin
To tell a lie.

I love you, yes I do, I love you
If you break my heart I'll die
So be sure it's true when you say ""I love you""
It's a sin to tell a lie                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/its+a+sin+to+tell+a+lie_20323539.html
Fats Waller,Keepin' Out Of Mischief Now Lyrics,"
                    Keepin' out of mischief now
I really am in love and how
I'm through playin' with fire
It's you whom I desire

All the world can plainly see
You're the only one for me
I have told them in advance
They can't break up our romance
Livin' up to all my vows
'Cause I'm keepin' out mischief now

Keepin' out of mischief now
I really am in love and how
I'm through playin' with fire
It's you whom I desire

All the world can plainly see
You're the only one for me
I have told them in advance
They can't break up our romance
Livin' up to all my vows
'Cause I'm keepin' out mischief

Oh, yeah
Keepin' out of mischief
Oh, yeah
Keepin' out of mischief now                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/keepin+out+of+mischief+now_20808295.html
Fats Waller,Let's Sing Again Lyrics,"
                    Lets sing again
Let music in your heart
But you must do your part
Let's sing again, yeah, haaa...
Rm happy when
Somebody sings to me A simple melody
Let's sing again, yes, yes
Without a song to sing
What has man to ding to
I wouldn't mean a thing, no, no, no. No Without someone
To sing to, Honey, aww
Though now and then, di di ah The world may seem so b, b,
Blue A song will see you th. Th, through Lets sing again,

Yes, yes, yes
Oh, he's got a clarineat voice
Yes, yes Uh-huh Ummm Aw, he's singing again
That's right,
C'mon, brother
Ah, this is the? Tromboons
Yeah
Ahhh
Though now and then
The world may seem so blue A song will see you through
Lets sing again, yes, yes, yes
La, La, La, La
Lets sing again Rrrrip                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/lets+sing+again_21015674.html
Fats Waller,Little Curly Hair In A High Chair Lyrics,"
                    Little curly hair in a high chair,
What's your order for today?
Little curly hair in a high chair,
I'll do anything you say.
When you're near the room seems to brighten
The sun comes streaming through you're eyes,
You're the reason they still keep writin',
All those tender lullabies.
Hm__ There you go!
Bangin' with your blocks,
Pullin' off your socks.
Hm__ There you go!
Tryin' to make your toes,
Touch your baby nose.
Heaven's close to your chair and my chair,
When you smile the way you do.
Little curly hair in a high chair,
My day begins and ends with you                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/little+curly+hair+in+a+high+chair_20246464.html
Fats Waller,Lonesome Road Lyrics,"
                    Look down, look down that lonesome road
Before you travel on.

Look down, look down that lonesome road
Before you travel on.
Look up, look up and greet your maker,
For Gabriel blows his horn.

Weary, totin' such a load,
Travelin' down that lonesome road,
Look down, look down that lonesome road
Before you travel on.

Weary totin', it's such a load,
Whike I'm travelin' down, travelin' down that lonesome old road,
Look down, look down that lonesome road
Before you travel on.                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/lonesome+road_21391869.html
Fats Waller,Lookin' Good But Feelin' Bad Lyrics,"
                    How'd'ya like a mansion in Manhattan
And a cosy cottage by the sea?
How'd'ya like to dress in silk and satin?
Baby, have a little dream on me

How'd you like to mingle with the smart set
And invite the Vanderbilts to tea?
Everything on which you've got your heart set
Baby, have a little dream on me

Paris in the Spring, Miami in the Fall
Interviews and pictures in the press
What a way to speak on twenty bucks a week
Don't forget that Rockefeller started out on less

Everything we touch will turn to clover
In the magic land of what's to be
But until your baby puts it over
Baby, have a little dream on me

Yes
Well, all right then

Everything we touch will turn to clover
In the magic land of what's to be
Till your daddy puts it over, skip it
Baby, have a dream on me, yes

",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/lookin+good+but+feelin+bad_21392283.html
Fats Waller,Lulu's Back In Town Lyrics,"
                    Lulu's Back In Town
Fats Waller
Al Dubin / Harry Warren

Gotta get my old tuxedo pressed, gotta sew a button on my vest,
'cause tonight I've gotta look my best, Lulu's back in town.

Gotta get a half a buck somewhere, gotta shine my shoes and slick my hair,
gotta get myself a boutonniere, Lulu's back in town.

You can tell all my pets, all my Harlem coquettes,
Mister Otis regrets, that he won't be aroun'.

You can tell the mailman not to call, I ain't comin' home until the fall
and I might not get back home at all... Lulu's back in town.

From: ""Tony Wright""                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/lulus+back+in+town_20236590.html
Fats Waller,Smarty Lyrics,"
                    Smarty, though I'm not quite as smart as you
I can teach you a thing or two
Smarty

Smarty, don't you know you should hold me tight
Can't you tell when you're making it right
Smarty, yes!

Oo, you think you know ev'ry star up above
Hmmm, that's all you know about
Still, you're in need of a few lessons
Baby, in love, I ain't tellin' ya nothin' wrong

Smarty, can't you see if you had a heart
Ha, ha, you could learn to be twice as smart
Smarty, come here!

(Speaking: I told ya I'd tickle ya. Ha, ha, ha! Yeah, you know it all?
Smarty. Ha, ha. Yes, I mean it. Yes, I do.)

Smarty, can't you see if you had a heart
You could learn to be twice as smart
Smarty
Spoken: Ah, you tricky thing! You thought you tricked me? Ha, ha, next,
Next...                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/smarty_20913959.html
Fats Waller,Solitude Lyrics,"
                    In my solitude
You haunt me
With dreadful ease
Of days gone by

In my solitude
You taunt me
With memories
That never die

I sit in my chair
And filled with despair
There's no one could be so sad
With gloom everywhere
I sit and I stare
I know that I'll soon go mad

In my solitude
I'm afraid
Dear Lord above
Send back my love
I sit in my chair

Filled with despair
There's no one, no one
No onecould be so sad
With gloom everywhere
I sit and I stare
I know that I'll soon go mad

In my solitude
I'm afraid
Dear Lord above
Send back my love
",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/solitude_21392909.html
Fats Waller,Someone To Watch Over Me Lyrics,"
                    There's a saying old says that love is blind
Still were often told, seek and ye shall find
So I'm going to seek a certain lad I've had in mind
Looking everywhere, haven't found him yet

Hes the big affair I cannot forget
Only man I ever think of with regret
I'd like to add his initial to my monogram
Tell me, where is the shepherd for this lost lamb?

There's a somebody I'm longing to see
I hope that he turns out to be
Someone who'll watch over me
I'm a little lamb who's lost in the wood
I know I could always be good
Someone who'll watch over me

Although he may not be the man some
Girls think of as handsome
To my heart he carries the key
Won't you tell him please to put on some speed
Follow my lead, oh, how I need
Someone to watch over me                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/someone+to+watch+over+me_21392275.html
Fats Waller,St. Louis Blues Lyrics,"
                    I hate to see that evening sun go down
I hate to see that evening sun go down
Cause my baby, he's gone left this town

Feelin' tomorrow like I feel today
If I'm feelin' tomorrow like I feel today
I'll pack my truck and make my give-a-way

St. Louis woman with her diamond ring
Pulls that man around by her, if it wasn't for her and her
That man I love would have gone nowhere, nowhere

I got the St. Louis blues, blues as I can be
That man's got a heart like a rock cast in the sea
Or else he wouldn't have gone so far from me

I love my baby like a school boy loves his pie
Like a Kentucky colonel loves his mint 'n rye
I love my man till the day I die                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/st+louis+blues_21393193.html
Fats Waller,Take It Easy Lyrics,"
                    Take it easy, be a sport
Just remeber life is short
If you've got to take it
Take it easy
Never hurry to a date
Eat your supper; let 'em wait
Don't get indegestion
Take it easy
Go stick your chest out
And rest out
Of doors in the sun
Lay off
You'll pay off
In plenty of fun
So don't be one to tear your hair
If your girl gives you the air
If she makes you take it,
Take it easy!
----Fats Waller                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/take+it+easy_20318266.html
